# frame  avg_angle  std_angle  avg_tilt  std_tilt
fcp_27709.pdb        59.40 25.58 37.47 24.71
fcp_8386.pdb         43.13 18.73 31.40 11.14
fcp_30275.pdb        40.58 15.74 29.98 11.26
fcp_20066.pdb        29.92 1.92 24.06 11.62
fcp_66033.pdb        36.82 11.10 27.75 10.88
fcp_38629.pdb        32.47 3.97 25.44 10.42
fcp_61984.pdb        31.26 6.37 25.36 9.66
fcp_36604.pdb        30.98 5.54 26.17 10.65
fcp_39537.pdb        41.45 15.22 29.88 12.09
fcp_50581.pdb        65.11 30.35 40.98 27.77
fcp_21378.pdb        28.99 7.44 26.55 10.38
fcp_26417.pdb        29.64 0.56 21.99 12.19
fcp_60442.pdb        31.81 5.89 22.76 14.27
fcp_40792.pdb        38.90 13.23 27.63 11.49
fcp_51847.pdb        27.40 8.67 25.39 8.78
fcp_29724.pdb        30.29 12.44 27.39 8.09
fcp_9098.pdb         41.54 18.75 30.72 10.94
fcp_17812.pdb        31.25 11.44 27.81 8.18
fcp_32462.pdb        41.26 16.13 30.87 11.39
fcp_45832.pdb        38.44 17.72 30.61 10.30
fcp_22671.pdb        39.07 9.96 27.68 11.99
fcp_53088.pdb        29.33 1.02 24.28 13.20
fcp_64624.pdb        57.43 22.26 34.52 20.65
fcp_52396.pdb        29.83 1.93 24.99 12.40
fcp_34013.pdb        29.15 8.40 26.18 9.30
fcp_42185.pdb        29.81 10.06 26.28 8.45
fcp_24200.pdb        51.54 20.73 34.59 17.54
fcp_62255.pdb        45.55 17.94 33.34 13.74
fcp_53936.pdb        39.41 12.63 28.64 12.55
fcp_2873.pdb         30.89 14.14 28.07 7.05
fcp_15963.pdb        29.95 8.56 25.56 8.80
fcp_24566.pdb        31.61 5.14 26.60 11.48
fcp_62533.pdb        38.66 18.06 31.26 11.49
fcp_23209.pdb        39.87 13.55 29.30 12.79
fcp_34775.pdb        37.92 15.27 29.78 9.89
fcp_22117.pdb        39.22 8.78 27.37 12.88
fcp_64142.pdb        39.36 14.96 30.42 11.76
fcp_44292.pdb        29.55 9.64 25.96 8.63
fcp_32304.pdb        41.63 18.12 30.74 12.29
fcp_25678.pdb        44.59 24.30 35.42 10.48
fcp_54081.pdb        29.69 2.19 24.60 11.84
fcp_57588.pdb        30.78 7.99 26.58 10.03
fcp_26371.pdb        30.26 1.51 21.34 12.48
fcp_60324.pdb        32.35 4.00 23.81 13.33
fcp_29042.pdb        65.37 30.60 42.17 28.62
fcp_19181.pdb        29.79 7.25 26.04 9.64
fcp_36162.pdb        33.13 16.80 29.87 9.32
fcp_39251.pdb        29.20 6.48 24.94 9.64
fcp_46485.pdb        32.19 14.66 29.32 8.28
fcp_20700.pdb        39.41 16.33 31.16 11.33
fcp_9926.pdb         30.77 19.78 29.17 5.56
fcp_58863.pdb        41.10 18.05 32.20 11.01
fcp_56696.pdb        29.36 5.94 25.42 10.30
fcp_47943.pdb        31.69 8.71 27.33 9.86
fcp_30513.pdb        43.55 18.37 31.99 10.74
fcp_33032.pdb        59.47 22.56 35.89 22.34
fcp_25888.pdb        30.69 6.83 26.26 10.31
fcp_23221.pdb        29.94 6.78 26.01 10.07
fcp_65274.pdb        31.33 7.00 26.13 9.79
fcp_35443.pdb        48.35 18.03 32.34 15.62
fcp_15793.pdb        48.14 24.58 34.09 13.64
fcp_2683.pdb         29.50 5.37 24.50 10.01
fcp_42813.pdb        29.47 6.72 25.85 10.42
fcp_34985.pdb        33.18 4.20 23.31 12.81
fcp_25650.pdb        30.18 13.15 28.55 8.32
fcp_63605.pdb        37.68 15.66 29.25 9.82
fcp_58693.pdb        43.54 11.44 30.10 12.54
fcp_49946.pdb        54.00 24.79 36.05 18.32
fcp_31625.pdb        31.16 1.25 25.37 12.69
fcp_26359.pdb        68.05 28.88 38.92 28.43
fcp_21436.pdb        32.76 12.69 28.39 7.58
fcp_39279.pdb        30.07 8.74 26.19 9.07
fcp_48480.pdb        40.30 14.35 29.13 12.02
fcp_56866.pdb        28.90 10.54 27.18 8.27
fcp_7923.pdb         39.70 17.80 30.91 10.47
fcp_10833.pdb        38.23 16.47 27.95 10.17
fcp_38167.pdb        48.10 19.17 33.56 15.03
fcp_17184.pdb        44.04 23.59 32.88 11.64
fcp_20728.pdb        57.10 28.82 38.99 19.80
fcp_37254.pdb        43.23 12.83 30.28 13.83
fcp_28374.pdb        31.71 8.76 26.84 9.22
fcp_27047.pdb        67.70 23.80 38.43 28.16
fcp_61012.pdb        31.93 13.04 22.36 11.94
fcp_28412.pdb        29.41 3.01 24.12 11.10
fcp_27721.pdb        60.90 24.71 37.85 26.75
fcp_19817.pdb        38.35 16.54 30.92 10.81
fcp_61774.pdb        28.16 7.85 24.54 8.75
fcp_38601.pdb        31.90 4.59 25.13 9.81
fcp_40962.pdb        49.95 23.46 34.67 15.33
fcp_37532.pdb        28.52 8.26 25.05 8.91
fcp_21350.pdb        30.47 6.32 26.41 10.96
fcp_31143.pdb        42.98 15.37 30.73 12.54
fcp_11293.pdb        30.28 23.74 30.63 5.33
fcp_6383.pdb         41.30 22.01 32.30 10.94
fcp_25136.pdb        30.03 5.04 24.65 10.18
fcp_63163.pdb        54.77 25.87 37.47 18.46
fcp_35325.pdb        35.53 16.55 30.09 10.97
fcp_393.pdb          26.67 15.54 24.32 4.26
fcp_22659.pdb        35.46 6.52 26.41 11.71
fcp_54917.pdb        33.41 10.91 27.83 9.57
fcp_5852.pdb         31.08 8.34 25.98 9.15
fcp_12942.pdb        28.48 15.01 26.54 6.82
fcp_23547.pdb        30.85 2.04 24.75 11.94
fcp_65512.pdb        41.22 11.74 28.43 11.29
fcp_13484.pdb        29.99 8.08 25.69 9.20
fcp_24228.pdb        49.10 17.24 32.60 17.04
fcp_4594.pdb         39.32 20.39 31.83 10.45
fcp_22881.pdb        53.49 18.47 33.87 18.63
fcp_33754.pdb        29.16 7.57 25.64 9.55
fcp_63177.pdb        31.47 6.58 26.39 10.37
fcp_25122.pdb        34.75 12.09 27.30 9.34
fcp_35331.pdb        42.71 24.37 40.08 16.09
fcp_33998.pdb        27.90 5.96 25.00 9.71
fcp_387.pdb          45.41 25.66 32.16 13.94
fcp_64618.pdb        30.75 4.70 25.18 10.70
fcp_12956.pdb        30.15 22.58 29.97 5.87
fcp_5846.pdb         42.72 21.90 32.48 10.78
fcp_54903.pdb        31.43 3.98 25.87 11.55
fcp_65506.pdb        30.79 3.17 26.05 11.96
fcp_23553.pdb        41.35 13.96 29.45 12.81
fcp_4580.pdb         40.17 21.17 32.06 10.74
fcp_62269.pdb        51.84 22.98 35.62 16.76
fcp_13490.pdb        29.56 7.11 25.58 9.49
fcp_33740.pdb        28.39 5.99 23.70 9.06
fcp_22895.pdb        29.87 6.55 26.21 10.35
fcp_28406.pdb        29.57 7.63 25.70 9.54
fcp_30249.pdb        36.35 12.60 28.00 10.22
fcp_10199.pdb        45.48 21.77 33.56 11.79
fcp_61760.pdb        30.31 8.84 26.62 9.16
fcp_19803.pdb        53.12 21.65 35.12 17.70
fcp_27735.pdb        60.88 23.57 36.70 26.88
fcp_7089.pdb         47.90 23.51 33.86 13.73
fcp_40976.pdb        45.49 19.23 32.65 12.55
fcp_38615.pdb        32.59 2.84 25.10 10.58
fcp_37526.pdb        29.94 8.54 25.89 9.08
fcp_21344.pdb        38.68 13.84 29.46 11.01
fcp_36638.pdb        32.80 1.21 26.00 12.97
fcp_31157.pdb        37.14 15.77 29.36 9.73
fcp_29718.pdb        33.67 13.05 29.43 7.84
fcp_6397.pdb         34.02 16.13 28.41 7.68
fcp_11287.pdb        29.99 21.16 29.22 4.50
fcp_31631.pdb        30.47 1.27 24.74 12.40
fcp_49952.pdb        46.06 19.70 33.31 14.33
fcp_58687.pdb        41.69 14.82 29.13 12.46
fcp_60318.pdb        32.74 3.19 24.07 13.20
fcp_48494.pdb        31.04 2.00 24.99 12.09
fcp_21422.pdb        40.24 15.74 29.71 10.58
fcp_10827.pdb        46.71 21.63 31.32 14.40
fcp_7937.pdb         28.91 5.70 24.85 10.14
fcp_56872.pdb        28.34 7.65 26.24 9.21
fcp_17190.pdb        29.59 13.34 26.77 6.67
fcp_38173.pdb        55.03 26.26 37.16 19.22
fcp_37240.pdb        29.94 1.79 24.23 11.76
fcp_59599.pdb        36.63 20.91 34.18 14.84
fcp_28360.pdb        32.19 8.31 27.41 9.90
fcp_61006.pdb        33.48 7.49 26.65 8.82
fcp_27053.pdb        48.06 16.74 32.92 16.62
fcp_33026.pdb        30.61 1.62 24.66 12.14
fcp_34749.pdb        35.65 15.49 29.25 8.73
fcp_65260.pdb        38.89 14.40 28.63 11.05
fcp_14499.pdb        31.04 27.33 31.50 4.14
fcp_23235.pdb        30.61 5.48 25.64 10.56
fcp_3589.pdb         31.67 7.11 26.73 10.30
fcp_35457.pdb        35.08 14.79 28.98 10.54
fcp_42807.pdb        29.89 10.37 27.16 8.95
fcp_2697.pdb         42.82 15.96 29.90 13.17
fcp_15787.pdb        42.81 20.92 32.29 10.53
fcp_63611.pdb        59.67 27.30 38.66 21.73
fcp_25644.pdb        30.12 13.68 28.39 8.19
fcp_34991.pdb        34.63 4.67 24.18 12.90
fcp_32338.pdb        29.32 8.48 26.15 9.15
fcp_53739.pdb        30.48 9.07 26.26 9.14
fcp_64195.pdb        39.81 17.46 31.24 11.44
fcp_44245.pdb        66.14 31.03 40.40 26.85
fcp_12003.pdb        41.86 21.90 31.18 10.51
fcp_54056.pdb        64.44 25.94 38.91 26.24
fcp_5113.pdb         47.08 22.00 33.45 12.72
fcp_42634.pdb        39.70 17.35 34.22 13.43
fcp_55348.pdb        31.99 5.16 26.33 10.99
fcp_14472.pdb        53.74 24.31 34.67 15.84
fcp_52427.pdb        30.23 5.79 25.98 10.90
fcp_3562.pdb         30.20 4.60 25.48 10.85
fcp_63822.pdb        42.44 18.11 29.62 12.10
fcp_25877.pdb        30.23 7.91 26.76 9.94
fcp_46452.pdb        29.49 7.00 25.20 9.54
fcp_18248.pdb        45.63 18.04 30.66 13.47
fcp_31802.pdb        30.73 4.51 25.82 11.48
fcp_49761.pdb        30.58 6.25 25.39 10.02
fcp_38198.pdb        29.83 10.33 26.56 8.54
fcp_10614.pdb        29.39 12.58 26.64 7.07
fcp_47994.pdb        47.06 14.61 31.59 15.21
fcp_56641.pdb        29.50 8.30 25.81 9.22
fcp_7704.pdb         43.43 18.50 31.34 12.19
fcp_8437.pdb         64.54 29.41 39.19 24.04
fcp_59572.pdb        34.13 15.30 28.65 8.72
fcp_40023.pdb        31.40 13.63 28.04 7.52
fcp_29095.pdb        50.23 22.70 34.83 17.29
fcp_9729.pdb         30.04 16.50 28.00 6.51
fcp_56899.pdb        31.37 8.88 27.78 10.10
fcp_19156.pdb        65.88 30.12 40.44 26.69
fcp_39286.pdb        30.25 6.99 26.20 9.93
fcp_16265.pdb        31.00 8.37 25.51 8.81
fcp_50230.pdb        45.45 15.15 31.46 13.63
fcp_1375.pdb         40.14 22.37 32.62 8.47
fcp_61953.pdb        31.52 6.05 25.33 9.51
fcp_19630.pdb        41.93 20.25 31.43 11.60
fcp_27906.pdb        61.12 26.72 38.61 27.06
fcp_48319.pdb        42.13 14.22 29.89 12.76
fcp_16503.pdb        46.30 22.62 32.26 13.27
fcp_50556.pdb        30.45 7.23 25.59 9.58
fcp_1413.pdb         45.04 22.91 32.57 11.90
fcp_57239.pdb        30.80 11.99 28.64 8.45
fcp_60495.pdb        44.89 6.64 29.67 15.19
fcp_51890.pdb        28.73 8.17 25.63 9.35
fcp_40745.pdb        30.78 2.53 24.00 10.97
fcp_38826.pdb        32.15 1.38 24.36 11.19
fcp_10172.pdb        30.96 10.05 26.74 8.60
fcp_56127.pdb        30.83 4.22 25.87 11.63
fcp_7062.pdb         30.53 10.74 27.25 8.25
fcp_8351.pdb         30.61 7.82 26.57 9.44
fcp_59214.pdb        33.11 5.93 25.79 8.90
fcp_46334.pdb        29.83 5.23 25.43 10.72
fcp_51648.pdb        29.52 5.93 25.40 10.34
fcp_49007.pdb        51.78 24.91 36.09 16.67
fcp_14314.pdb        30.54 9.75 26.00 8.35
fcp_52341.pdb        30.38 5.07 25.98 10.99
fcp_3204.pdb         40.57 16.27 29.70 9.72
fcp_42152.pdb        34.37 14.66 28.79 8.24
fcp_62282.pdb        37.94 16.44 30.37 10.64
fcp_12765.pdb        23.84 17.94 30.31 4.95
fcp_54730.pdb        42.68 14.07 31.86 12.50
fcp_5675.pdb         49.92 27.47 36.48 15.31
fcp_33973.pdb        41.78 17.50 30.46 12.02
fcp_44523.pdb        48.83 20.86 34.40 14.06
fcp_3210.pdb         39.40 16.83 29.55 8.87
fcp_52355.pdb        30.64 8.56 26.57 9.62
fcp_14300.pdb        30.86 7.40 25.73 9.52
fcp_45629.pdb        30.01 10.38 26.88 8.80
fcp_42146.pdb        35.46 14.28 28.85 9.56
fcp_62296.pdb        64.79 28.85 41.28 27.87
fcp_43258.pdb        34.74 18.73 31.03 8.07
fcp_5661.pdb         31.07 8.39 26.19 9.18
fcp_54724.pdb        50.06 17.83 34.09 17.01
fcp_12771.pdb        30.07 18.34 28.12 5.52
fcp_63188.pdb        35.79 11.90 28.10 10.09
fcp_378.pdb          43.32 23.09 31.66 12.63
fcp_33967.pdb        65.95 28.70 39.30 25.79
fcp_44537.pdb        48.10 21.34 33.20 14.69
fcp_27912.pdb        58.10 20.84 35.99 22.31
fcp_19624.pdb        35.67 16.40 28.83 9.03
fcp_61947.pdb        41.66 13.90 28.80 12.37
fcp_1407.pdb         45.07 24.07 33.72 12.17
fcp_50542.pdb        56.13 23.15 36.23 21.07
fcp_16517.pdb        60.95 29.65 40.25 26.86
fcp_60481.pdb        40.43 9.73 28.07 13.77
fcp_11278.pdb        30.92 26.55 31.59 4.26
fcp_6368.pdb         29.97 8.82 25.71 8.77
fcp_38832.pdb        33.10 4.05 25.72 10.52
fcp_40751.pdb        35.50 11.73 26.97 10.13
fcp_51884.pdb        29.02 7.44 25.44 9.69
fcp_7076.pdb         51.28 22.22 38.44 20.82
fcp_56133.pdb        30.53 2.62 25.74 12.30
fcp_10166.pdb        32.45 10.79 28.21 8.90
fcp_59200.pdb        33.58 2.24 25.43 10.76
fcp_8345.pdb         30.11 11.57 27.26 7.75
fcp_46320.pdb        30.20 8.29 26.35 9.65
fcp_49013.pdb        49.72 23.90 35.32 15.31
fcp_17609.pdb        31.23 9.14 27.22 9.08
fcp_40989.pdb        50.50 22.26 34.17 15.71
fcp_46446.pdb        30.67 9.71 27.22 9.27
fcp_49775.pdb        48.60 18.88 33.17 15.73
fcp_31816.pdb        31.03 3.95 25.86 11.69
fcp_7710.pdb         47.21 21.78 33.54 13.20
fcp_56655.pdb        29.33 9.04 26.45 9.00
fcp_47980.pdb        66.52 29.38 40.41 27.11
fcp_10600.pdb        30.56 12.00 27.13 7.71
fcp_41329.pdb        48.84 27.37 36.76 14.99
fcp_59566.pdb        30.34 10.33 26.46 8.48
fcp_8423.pdb         30.93 11.35 27.55 8.14
fcp_29081.pdb        30.18 7.36 25.50 9.51
fcp_58678.pdb        38.16 9.89 25.84 12.14
fcp_40037.pdb        31.21 6.98 25.98 9.78
fcp_47758.pdb        61.02 28.23 38.69 23.57
fcp_19142.pdb        36.90 10.94 28.19 9.97
fcp_1361.pdb         48.19 26.65 34.91 13.97
fcp_50224.pdb        28.77 8.00 25.40 9.17
fcp_16271.pdb        47.37 21.97 33.40 14.24
fcp_39292.pdb        29.18 5.75 25.38 10.10
fcp_15778.pdb        30.58 11.91 27.48 7.73
fcp_64181.pdb        31.12 6.13 26.18 10.43
fcp_2668.pdb         30.27 5.38 24.88 10.16
fcp_44251.pdb        30.29 3.93 24.66 10.88
fcp_5107.pdb         44.17 21.33 32.49 11.84
fcp_54042.pdb        30.96 9.48 25.25 10.77
fcp_12017.pdb        29.35 12.66 26.49 6.96
fcp_42620.pdb        47.39 18.80 33.73 13.93
fcp_13309.pdb        30.09 6.49 25.35 9.76
fcp_4219.pdb         30.48 12.50 27.02 7.40
fcp_3576.pdb         30.65 5.67 26.52 10.81
fcp_52433.pdb        38.30 14.68 30.13 11.54
fcp_14466.pdb        30.79 15.37 27.47 6.25
fcp_25863.pdb        29.59 8.89 26.58 9.32
fcp_63836.pdb        31.23 5.79 24.83 9.55
fcp_51112.pdb        43.26 26.39 39.30 16.34
fcp_17147.pdb        48.55 24.56 34.63 13.80
fcp_58888.pdb        37.93 13.03 28.51 10.84
fcp_37297.pdb        42.36 19.17 31.45 12.03
fcp_18274.pdb        29.99 9.33 26.31 8.51
fcp_41301.pdb        49.74 26.73 36.31 17.16
fcp_10628.pdb        44.80 26.14 33.92 12.48
fcp_27084.pdb        51.49 24.43 35.23 17.50
fcp_7738.pdb         45.32 19.66 31.91 12.55
fcp_20933.pdb        31.77 1.82 23.87 13.37
fcp_58650.pdb        29.44 3.95 23.79 10.42
fcp_9715.pdb         75.68 23.29 41.49 14.46
fcp_49985.pdb        48.48 19.30 33.19 16.60
fcp_6426.pdb         38.02 18.96 30.07 8.90
fcp_57563.pdb        58.14 26.39 37.78 21.52
fcp_11536.pdb        31.43 10.73 27.10 8.24
fcp_48443.pdb        32.21 0.77 24.71 13.39
fcp_16259.pdb        30.55 12.73 26.71 7.13
fcp_1349.pdb         30.72 11.85 27.08 7.65
fcp_47770.pdb        40.11 10.99 28.54 11.79
fcp_36189.pdb        33.09 15.87 29.40 8.16
fcp_35480.pdb        38.46 12.70 28.91 10.72
fcp_44279.pdb        29.33 6.41 24.83 9.59
fcp_2640.pdb         31.19 8.13 26.14 9.30
fcp_53705.pdb        30.64 4.45 26.00 11.53
fcp_15750.pdb        30.34 10.74 26.84 8.13
fcp_436.pdb          62.14 37.99 42.85 24.73
fcp_34946.pdb        67.89 30.62 41.91 27.54
fcp_25693.pdb        34.38 14.63 29.49 8.60
fcp_43516.pdb        37.41 18.91 31.56 10.41
fcp_4231.pdb         30.12 12.04 26.99 7.61
fcp_55374.pdb        30.85 4.13 26.03 11.81
fcp_13321.pdb        30.25 8.63 26.14 9.13
fcp_42608.pdb        37.16 16.10 30.92 9.07
fcp_2898.pdb         30.44 8.80 26.09 8.99
fcp_15988.pdb        29.19 5.74 23.88 9.49
fcp_45167.pdb        29.13 4.79 24.90 10.87
fcp_12981.pdb        29.60 17.61 27.89 6.10
fcp_45601.pdb        30.50 14.32 28.20 7.70
fcp_5891.pdb         41.20 21.42 31.84 10.17
fcp_14328.pdb        31.28 8.44 26.10 9.30
fcp_23584.pdb        43.88 17.33 32.77 13.86
fcp_3238.pdb         41.38 15.73 29.67 10.95
fcp_4557.pdb         30.65 13.76 26.88 6.57
fcp_55412.pdb        31.51 5.95 26.54 10.83
fcp_13447.pdb        28.98 4.90 24.89 10.33
fcp_22842.pdb        30.14 2.86 25.36 11.82
fcp_33797.pdb        33.08 15.60 27.98 7.04
fcp_64817.pdb        48.43 18.64 33.47 15.47
fcp_12759.pdb        26.77 15.51 30.39 5.00
fcp_5649.pdb         31.17 11.27 27.07 8.04
fcp_32489.pdb        40.17 14.88 30.01 10.51
fcp_43270.pdb        29.15 4.92 25.37 11.10
fcp_2126.pdb         44.19 24.69 33.16 11.97
fcp_53063.pdb        29.81 0.11 24.82 13.33
fcp_15036.pdb        29.36 16.59 27.54 5.57
fcp_350.pdb          53.74 31.62 36.62 19.43
fcp_48325.pdb        31.28 5.38 26.76 11.21
fcp_21393.pdb        35.68 15.98 30.40 9.56
fcp_47016.pdb        32.04 8.02 26.37 11.21
fcp_40779.pdb        36.42 12.13 27.24 10.24
fcp_31180.pdb        39.99 17.41 29.89 11.08
fcp_58136.pdb        29.17 9.73 27.03 10.91
fcp_9073.pdb         43.28 19.84 32.09 11.34
fcp_6340.pdb         44.29 20.50 32.12 13.33
fcp_57205.pdb        29.48 7.98 26.39 10.54
fcp_11250.pdb        30.17 27.74 30.96 3.73
fcp_59228.pdb        33.26 5.49 26.03 9.69
fcp_41467.pdb        29.97 15.48 28.76 7.57
fcp_36837.pdb        54.11 26.94 37.88 17.55
fcp_51674.pdb        30.51 5.43 26.22 11.27
fcp_29917.pdb        30.94 8.37 26.10 9.01
fcp_17621.pdb        30.60 10.44 27.25 8.42
fcp_46308.pdb        30.29 9.11 26.82 9.54
fcp_18512.pdb        65.19 33.54 39.68 23.94
fcp_21387.pdb        38.51 13.05 30.20 9.81
fcp_48331.pdb        31.05 5.48 26.12 10.80
fcp_47002.pdb        47.28 16.71 33.31 14.97
fcp_19618.pdb        62.17 28.01 37.74 20.41
fcp_9067.pdb         39.58 16.86 30.26 10.21
fcp_58122.pdb        29.21 7.29 26.37 11.02
fcp_31194.pdb        40.09 18.89 31.18 10.89
fcp_11244.pdb        30.35 26.23 30.83 3.74
fcp_57211.pdb        29.08 8.52 26.80 10.69
fcp_6354.pdb         38.68 19.50 30.63 9.42
fcp_41473.pdb        30.69 15.72 28.51 7.81
fcp_8379.pdb         29.52 7.00 25.83 9.33
fcp_36823.pdb        27.93 8.67 26.17 7.79
fcp_17635.pdb        45.60 21.88 33.72 12.70
fcp_29903.pdb        31.00 9.20 26.41 8.74
fcp_20099.pdb        38.88 11.52 28.21 11.85
fcp_51660.pdb        29.90 4.75 25.23 10.96
fcp_18506.pdb        46.88 24.79 33.35 12.66
fcp_5885.pdb         29.88 14.23 28.09 6.44
fcp_45615.pdb        29.88 13.30 27.41 7.69
fcp_12995.pdb        47.91 12.93 31.32 10.15
fcp_52369.pdb        30.02 5.25 26.22 11.38
fcp_23590.pdb        32.12 2.69 25.75 12.04
fcp_13453.pdb        30.92 7.06 26.44 9.98
fcp_55406.pdb        30.16 3.02 25.07 11.76
fcp_4543.pdb         41.69 20.25 31.49 11.77
fcp_64803.pdb        50.57 22.08 34.98 16.57
fcp_33783.pdb        29.83 9.02 26.08 8.86
fcp_22856.pdb        50.08 18.68 33.17 18.65
fcp_54718.pdb        31.68 4.93 27.00 12.03
fcp_43264.pdb        31.05 8.98 27.42 10.10
fcp_344.pdb          50.05 29.99 36.01 17.17
fcp_15022.pdb        32.03 14.98 28.28 6.67
fcp_53077.pdb        30.70 0.55 25.21 13.33
fcp_2132.pdb         40.41 19.92 30.76 9.83
fcp_35494.pdb        37.26 14.93 29.22 10.29
fcp_422.pdb          56.15 30.94 38.99 18.11
fcp_15744.pdb        31.43 11.72 27.39 8.04
fcp_53711.pdb        29.91 6.58 26.04 10.75
fcp_2654.pdb         29.49 9.14 25.94 8.79
fcp_25687.pdb        45.16 21.04 34.89 12.16
fcp_34952.pdb        39.63 9.91 27.53 12.30
fcp_43502.pdb        49.48 17.93 33.10 16.37
fcp_13335.pdb        28.42 6.55 25.05 9.73
fcp_55360.pdb        30.57 5.89 26.08 10.81
fcp_24599.pdb        30.51 3.66 26.35 12.49
fcp_4225.pdb         29.93 12.27 26.98 7.53
fcp_45173.pdb        29.23 6.01 25.91 10.42
fcp_49749.pdb        32.05 10.49 27.41 8.60
fcp_17153.pdb        45.54 20.89 32.01 12.66
fcp_51106.pdb        44.15 21.67 33.89 13.77
fcp_18260.pdb        45.28 22.51 33.32 11.86
fcp_37283.pdb        30.56 10.41 26.51 8.30
fcp_41315.pdb        45.04 22.54 34.59 12.49
fcp_27090.pdb        60.57 29.23 39.66 24.97
fcp_56669.pdb        29.23 8.18 25.70 9.11
fcp_49991.pdb        45.16 19.26 32.89 13.15
fcp_9701.pdb         30.20 12.26 26.44 7.34
fcp_58644.pdb        31.28 2.58 24.52 11.64
fcp_20927.pdb        30.76 2.40 23.28 13.45
fcp_11522.pdb        55.50 18.27 47.63 17.52
fcp_57577.pdb        29.28 6.31 25.61 9.90
fcp_6432.pdb         42.54 21.30 32.08 11.54
fcp_50218.pdb        29.01 12.88 26.47 7.40
fcp_48457.pdb        49.62 19.20 34.16 15.84
fcp_47764.pdb        53.86 21.74 35.71 18.85
fcp_40584.pdb        35.05 9.21 26.03 11.47
fcp_29532.pdb        48.92 22.47 34.76 17.27
fcp_26601.pdb        32.48 0.76 23.47 11.93
fcp_18937.pdb        50.94 21.44 35.00 16.91
fcp_60654.pdb        31.77 3.64 23.06 12.80
fcp_39721.pdb        38.69 15.27 29.26 10.85
fcp_41842.pdb        55.41 25.69 37.39 20.43
fcp_50797.pdb        30.27 4.04 24.69 10.80
fcp_36412.pdb        38.41 21.49 32.35 12.92
fcp_51489.pdb        36.38 9.72 28.49 10.89
fcp_20270.pdb        38.03 12.06 27.98 12.20
fcp_66225.pdb        31.01 3.10 25.71 11.91
fcp_8190.pdb         39.55 18.14 30.32 11.32
fcp_30063.pdb        29.44 5.25 24.81 10.30
fcp_24016.pdb        30.28 6.43 25.56 10.05
