   40.85 16.93 30.72 11.63	1.91156730445
   32.61 9.30 26.39 9.05	1.91156730445
   29.90 8.75 26.09 8.99	2.58989532887
   30.57 5.06 25.21 10.47	1.91308548354
   29.93 9.24 25.79 8.53	4.63258323714
   29.42 8.95 25.67 8.77	4.12647940607
   29.65 8.77 25.90 9.02	3.15899537054
   29.08 9.85 26.00 8.57	4.65131717862
   33.39 14.25 28.27 7.32	4.04852181696
   39.03 14.46 29.80 10.39	3.95765433242
   34.18 13.86 28.88 8.27	2.25652447976
   34.95 17.02 30.62 8.20	2.72898922161
   29.96 8.41 25.94 9.21	1.73166170524
   31.03 11.80 27.91 8.44	3.88395123123
   29.87 12.39 27.36 8.32	3.11342483664
   30.46 7.30 26.03 9.80	3.55611269123
   29.85 8.76 25.82 8.99	2.62330053366
   29.90 9.47 26.51 9.09	3.18972556915
   38.52 17.41 30.01 10.09	3.66042121685
   41.09 16.60 29.78 11.58	3.26740079817
   42.82 16.94 30.01 12.37	3.17679841623
   31.40 7.39 26.07 9.66	1.42124630938
   38.37 15.51 29.98 9.79	2.30281295023
   39.20 13.65 28.96 10.41	1.66525242584
   35.94 16.04 29.89 8.74	2.18671442289
   36.19 14.48 29.10 9.68	2.29204673083
   42.37 15.48 31.74 11.40	3.44312905205
   36.60 14.11 29.03 9.72	2.51245452361
   31.27 10.44 27.21 8.72	1.38412194774
   29.93 9.42 26.41 8.96	0.306205525461
   38.90 20.29 32.56 9.53	2.77152036994
   35.28 14.02 28.84 8.00	1.79835941628
   36.59 18.57 31.36 8.75	2.56577561829
   36.62 13.48 28.99 9.16	2.33021405388
   30.65 11.21 27.51 8.82	2.06037846954
   31.66 12.17 27.11 7.27	2.65709201449
   41.39 20.44 32.21 11.51	2.14159633121
   38.42 17.55 30.19 9.99	2.43653873039
   30.29 9.55 26.29 8.61	1.84652893612
   30.41 8.24 26.34 9.54	2.45200310935
   29.12 8.05 25.45 9.07	1.74602584793
   37.00 15.91 30.26 9.88	2.06501086705
   41.99 17.14 30.66 12.03	2.27024439671
   30.64 5.29 25.37 10.26	2.1285630685
   31.11 5.35 25.76 10.48	2.46496443611
   47.93 22.56 34.55 15.04	1.6621623881
   46.21 20.24 32.86 14.27	2.52479933984
   33.26 14.00 28.20 7.84	1.66657081851
   45.32 19.90 32.30 13.35	2.05792235072
   30.46 7.96 26.23 9.35	1.36245245256
   40.43 17.62 30.47 11.29	2.14358391167
   40.22 18.02 31.34 10.20	2.78410195174
   45.13 19.30 31.98 13.05	1.42425533308
   47.18 21.29 33.40 14.42	3.12372426558
   62.73 28.70 38.81 23.28	1.41385031061
   45.57 21.32 32.92 13.53	2.38256119316
   45.08 19.51 32.26 14.00	2.95701748614
   43.36 19.29 32.18 11.97	2.61517851581
   31.81 10.04 27.20 8.63	2.62045463587
   42.25 17.35 30.86 12.39	2.72602447145
   44.51 19.14 32.48 12.80	2.01512041034
   47.73 21.49 33.63 15.38	4.90223347988
   36.33 13.88 28.65 10.39	3.86531362253
   30.10 5.27 25.38 10.62	3.30216647111
   50.95 23.89 35.99 16.63	2.25071533162
   45.55 17.95 31.88 14.14	2.98844220454
   40.17 14.59 30.03 10.76	4.32520717467
   29.77 5.63 25.60 10.39	3.67135435837
   41.39 17.46 31.59 11.81	3.10644437905
   30.14 5.75 25.54 10.43	2.35902010387
   30.48 5.84 25.99 10.45	2.84473536175
   31.23 9.03 26.85 9.21	3.01393525062
   38.36 15.23 30.05 11.12	1.39490867035
   29.89 5.94 25.08 9.98	3.2727653998
   31.51 5.97 26.26 10.49	2.98972221431
   29.46 4.86 25.38 10.80	3.2729957596
   40.76 14.08 29.52 11.81	2.75058075359
   31.26 5.24 25.76 10.56	1.48660013721
   46.09 20.05 32.90 14.48	3.55785751081
   29.94 3.79 24.82 11.14	2.22236425386
   29.90 3.96 24.87 10.94	3.031660289
   44.41 15.88 30.78 13.95	1.88476094452
   42.22 17.23 31.62 12.74	2.39874693228
   47.66 18.54 32.10 15.27	1.4433861363
   44.14 17.15 31.19 13.57	1.93222224611
   36.18 10.14 27.12 10.47	3.14344134608
   30.28 4.54 25.32 10.82	1.64391407582
   31.42 7.18 26.22 9.72	2.43292695
   30.70 3.73 25.13 11.14	1.9427329201
   30.56 3.31 25.05 11.44	2.68948328374
   30.50 3.31 24.68 11.10	3.13279640222
   30.40 4.41 25.01 10.68	3.21330812133
   31.16 6.44 26.33 10.46	2.4405736119
   30.84 3.95 25.67 11.39	0.699651857234
   40.97 14.52 29.11 12.55	1.89845519208
   30.29 2.98 24.73 11.39	2.17753293799
   60.43 25.10 37.36 22.43	4.23758785772
   30.37 4.65 25.36 10.81	3.90329437334
   31.45 5.34 25.92 10.63	3.45736123765
   30.07 4.53 24.76 10.55	3.30214199632
   30.36 7.57 25.40 9.04	2.83187333097
   31.49 5.94 25.84 10.19	4.06869846688
   30.32 6.37 25.50 10.02	3.20663518246
   47.00 17.40 31.63 15.49	1.61979272228
   33.24 10.70 27.98 9.68	2.4081153998
   42.61 16.99 30.59 12.40	3.24817648707
   31.01 2.10 24.82 11.80	3.3672292095
   31.26 2.73 25.18 11.58	3.17533139997
   31.02 4.89 25.43 10.63	4.02405713563
   30.72 4.77 25.22 10.57	1.8621607535
   29.11 3.02 24.50 11.15	2.41285269848
   58.92 24.03 35.70 21.81	1.54583061004
   30.30 4.15 25.07 11.00	2.64876558818
   29.65 5.17 24.69 10.23	2.85434127045
   40.95 13.26 28.76 12.90	1.22394762089
   41.60 15.12 29.41 12.66	1.18304928491
   43.90 17.44 30.79 14.14	1.41859672397
   29.38 5.08 24.86 10.40	0.770774084554
   30.94 7.50 26.19 9.85	2.66716538022
   29.96 7.80 25.64 9.41	3.78004339536
   39.21 12.72 28.42 11.14	1.15588062258
   28.93 7.58 25.12 9.19	1.73441362539
   30.20 6.52 25.37 9.88	2.20520675651
   44.09 16.84 30.55 13.25	4.47028999562
   30.20 6.23 25.69 10.12	2.96693074196
   31.34 7.05 25.99 9.60	2.67457892351
   30.10 7.21 26.13 9.86	3.23336699971
   29.82 7.68 25.58 9.46	1.79810886346
   30.17 13.18 27.57 7.82	3.42422917916
   30.26 8.83 26.12 9.04	2.71932697505
   30.92 10.21 26.81 8.62	1.83833550636
   43.18 18.32 31.60 12.73	2.77880154468
   38.43 15.78 30.20 10.89	1.48532830572
   29.46 8.36 25.66 9.11	4.05827802273
   43.39 18.48 32.14 12.92	1.7302046169
   30.15 5.91 26.09 10.47	2.91588227722
   41.09 14.48 29.51 11.31	1.8296443915
   41.99 16.06 31.07 12.44	2.75125548873
   28.84 5.51 25.72 10.12	2.81383291181
   29.58 3.98 25.72 10.44	3.14726092677
   28.94 5.35 25.82 10.16	2.37462477218
   29.50 3.61 25.54 10.84	2.15019724935
   29.79 4.90 25.96 10.68	2.10817060998
   29.85 4.99 25.73 10.77	1.49891362944
   29.66 4.28 25.14 10.75	2.1460807963
   29.39 6.35 25.72 9.87	4.6384207025
   45.27 16.16 30.78 13.68	3.15196691989
   29.20 3.06 25.09 11.24	2.465610234
   30.26 2.49 24.80 11.61	2.80307049745
   30.64 2.49 25.12 11.68	4.09447421894
   29.92 3.94 25.27 10.88	4.21896784638
   29.00 6.94 25.98 9.90	1.46863877409
   29.08 4.38 25.22 10.37	1.92386676476
   44.22 17.45 31.04 12.67	1.11736150664
   58.23 26.67 37.95 20.97	1.7296036299
   40.62 12.63 28.76 11.54	4.06138717694
   29.23 3.26 25.12 10.91	2.19040131703
   50.29 19.99 33.21 15.98	2.24678657945
   30.11 3.95 25.36 11.20	0.801584496873
   47.64 19.44 32.72 14.54	2.69409862462
   42.18 12.30 28.92 12.87	2.12051411959
   29.74 5.34 25.61 10.56	3.47684003982
   29.44 3.73 24.99 11.15	3.94400179762
   46.49 16.24 30.96 14.11	4.17904932572
   52.09 19.67 32.85 16.62	2.24556683371
   47.52 16.64 31.07 14.08	3.10683008724
   28.77 4.83 24.95 10.26	2.58186141513
   42.53 15.04 29.75 11.98	3.30546328269
   29.13 2.28 24.33 11.21	2.09037602301
   50.51 20.60 33.41 15.99	3.19151062034
   28.96 5.85 25.68 9.96	3.33067013587
   43.88 17.46 31.32 12.41	2.47814284584
   43.50 15.58 30.93 13.16	4.26162573709
   41.48 16.28 29.82 11.85	2.78867003134
   42.82 15.08 29.60 12.06	1.18769439522
   44.05 15.10 29.27 12.62	3.70318411719
   29.05 1.20 24.36 11.83	4.15485119671
   36.89 10.87 27.09 10.31	2.66210092656
   29.05 2.59 24.47 11.07	3.68277493958
   43.95 17.47 31.24 13.95	2.78108716279
   32.68 5.15 26.36 10.61	3.20622914964
   41.18 17.23 31.41 12.17	2.32821294126
   41.07 14.49 29.57 11.97	0.50940239852
   29.59 4.39 24.94 10.88	4.20124043825
   30.49 8.85 26.45 9.30	1.91991920182
   46.02 19.06 32.19 14.55	0.311612554166
   37.55 12.78 28.82 9.89	2.42716814312
   38.19 17.46 31.02 10.17	2.22686174518
   39.27 17.72 31.30 10.99	1.03081032945
   40.50 18.80 31.97 11.35	2.15092982912
   37.24 15.23 30.50 9.20	1.43384642028
   34.13 13.54 28.78 8.66	0.82836109692
   37.02 17.82 30.89 9.77	5.28329948511
   36.85 14.39 29.25 10.17	0.483799856269
   30.42 7.08 26.30 10.00	1.90158896218
   39.54 17.31 31.30 10.76	2.90571125655
   42.18 16.67 30.66 12.31	2.37027766335
   35.88 13.46 29.03 9.86	3.34188640847
   37.94 13.76 28.75 10.58	2.04041170122
   31.35 11.01 27.48 8.60	3.06013477929
   42.23 18.67 32.49 12.27	5.30600448122
   35.39 15.70 30.49 9.39	2.05682712278
   31.66 8.02 26.88 9.78	1.39787467423
   39.87 15.22 30.19 11.03	2.63097053562
   33.05 14.31 29.07 8.64	1.67363010829
   32.55 8.49 27.16 9.35	3.19751822906
   31.21 8.62 26.69 9.39	2.02144452062
   39.38 17.83 31.54 11.01	3.3009467718
   35.87 16.33 30.31 9.36	4.08649399578
   43.85 18.39 32.28 13.06	3.15787054917
   32.91 8.14 27.25 9.63	3.45909013798
   34.38 15.48 29.65 8.74	3.02564874999
   39.97 17.80 31.91 10.50	2.61451484879
   43.98 20.26 33.23 13.55	2.04769062528
   32.34 11.27 27.88 8.42	4.04329821073
   37.01 16.93 31.01 10.07	4.41855578343
   42.50 16.77 30.96 12.40	3.46706566563
   35.90 11.94 28.33 9.95	3.69806224071
   30.87 7.04 25.98 9.84	5.31097837742
   30.81 7.53 26.33 9.80	3.73480958123
   33.83 10.71 28.13 9.46	2.48834115913
   39.50 16.42 30.65 11.19	3.72690617081
   31.81 8.19 26.69 9.54	5.21684554608
   31.83 8.16 26.57 9.31	3.86723091114
   50.35 23.26 36.37 15.85	4.01540200691
   40.27 16.48 30.13 11.17	3.97028607826
   33.33 15.82 29.65 8.78	4.07484159793
   37.72 14.22 28.95 10.22	4.97882511783
   36.81 19.49 32.01 9.52	5.03677998141
   29.04 8.89 26.19 8.38	2.1351175215
   31.74 14.56 28.45 8.02	3.81215889564
   29.82 8.02 26.17 9.67	4.33409890841
   49.60 20.63 34.67 16.08	5.12519596825
   31.19 8.67 26.72 9.38	3.75458409738
   35.38 13.47 27.59 10.17	3.37107223471
   34.87 13.52 28.36 8.94	5.20960957426
   29.26 6.84 25.74 9.91	2.50275326786
   38.29 18.50 31.44 10.85	2.29467119114
   38.17 15.32 29.03 9.87	3.02760957948
   34.43 12.91 27.66 9.40	2.4345465411
   35.06 10.87 27.86 8.93	2.80364153496
   60.22 28.50 38.44 21.48	3.42287475117
   35.01 13.10 28.35 8.65	2.78062035717
   30.21 9.02 26.03 8.77	3.1438732014
   30.16 8.61 26.75 9.48	3.40003244052
   35.99 17.29 29.76 9.22	2.14573442539
   30.16 10.95 26.66 8.28	1.97298393116
   30.98 10.83 26.78 7.58	2.79815089589
   36.15 17.51 30.56 8.99	2.19348181156
   34.58 18.76 30.51 7.90	2.50418663031
   29.73 10.99 26.45 8.05	3.21129086986
   36.57 16.16 29.39 9.11	2.57813706174
   29.84 12.42 27.19 7.91	2.10703689587
   35.95 17.39 30.12 9.17	1.93459631965
   29.75 6.71 25.73 9.80	1.82735042634
   29.99 8.52 26.13 9.20	2.54914113794
   39.90 18.62 30.62 11.12	3.06352797211
   36.27 15.72 29.20 9.25	2.08533296633
