# PDB_Name avg_angle std_angle avg_tilt std_tilt
C2.pdb               31.84 12.36 26.51 7.66
C3.pdb               58.18 21.69 35.50 24.90
AF1.pdb              28.04 6.12 21.82 9.68
C1.pdb               29.53 7.52 22.29 9.33
AF3.pdb              29.05 12.46 25.93 5.16
AF2.pdb              51.01 23.18 31.87 18.64
C4.pdb               29.90 23.82 30.01 2.89
AF4.pdb              47.95 13.51 30.98 17.33
